192.168.10.8-205.174.165.73-2843-8080-6,192.168.10.8,2843,205.174.165.73,8080,6,7/7/2017 10:36,88900,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,3869.51631,78.74015748,14816.66667,35373.65804,87020,17,88900,29633.33333,50854.94621,88355,49,87558,43779,61152.00865,87020,538,0,0,0,0,92,72,44.9943757,33.74578178,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2843-8080-6,205.174.165.73,8080,192.168.10.8,2843,6,7/7/2017 10:36,3,1,1,6,6,6,6,6,0,6,6,6,0,4000000,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2844-8080-6,192.168.10.8,2844,205.174.165.73,8080,6,7/7/2017 10:36,97361,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,3533.242263,71.89737164,16226.83333,38828.4927,95483,20,97361,32453.66667,55601.84584,96656,20,96048,48024,67117.16146,95483,565,0,0,0,0,92,72,41.08421236,30.81315927,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2844-8080-6,205.174.165.73,8080,192.168.10.8,2844,6,7/7/2017 10:36,22,1,1,6,6,6,6,6,0,6,6,6,0,545454.5455,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2846-8080-6,192.168.10.8,2846,205.174.165.73,8080,6,7/7/2017 10:36,122807,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,2801.143257,57.00000814,20467.83333,49177.98622,120850,12,122807,40935.66667,70324.7311,122139,48,121414,60707,85055.04628,120850,564,0,0,0,0,92,72,32.57143322,24.42857492,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2846-8080-6,205.174.165.73,8080,192.168.10.8,2846,6,7/7/2017 10:36,0,1,1,6,6,6,6,6,0,6,6,6,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2848-8080-6,192.168.10.8,2848,205.174.165.73,8080,6,7/7/2017 10:36,62388,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5513.880875,112.2010643,10398,24475.42229,60354,4,62388,20796,35508.2422,61796,4,61121,30560.5,42134.37177,60354,767,0,0,0,0,92,72,64.11489389,48.08617042,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2848-8080-6,205.174.165.73,8080,192.168.10.8,2848,6,7/7/2017 10:36,21,1,1,6,6,6,6,6,0,6,6,6,0,571428.5714,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2849-8080-6,192.168.10.8,2849,205.174.165.73,8080,6,7/7/2017 10:36,73453,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,4683.266851,95.29903476,12242.16667,29145.09442,71732,18,73453,24484.33333,41869.60421,72830,18,72302,36151,50319.13276,71732,570,0,0,0,0,92,72,54.45659129,40.84244347,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2849-8080-6,205.174.165.73,8080,192.168.10.8,2849,6,7/7/2017 10:36,22,1,1,6,6,6,6,6,0,6,6,6,0,545454.5455,90909.09091,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,45454.54545,45454.54545,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2850-8080-6,192.168.10.8,2850,205.174.165.73,8080,6,7/7/2017 10:36,247385,5,4,216,140,198,0,43.2,86.57482313,128,0,35,62.0644826,1439.052489,36.38054045,30923.125,86713.52162,245527,4,247385,61846.25,122826.2086,246085,4,246103,82034.33333,141589.0875,245527,4,0,0,0,0,112,92,20.21141136,16.16912909,0,198,35.6,69.19730245,4788.266667,0,0,0,1,0,0,0,0,0,39.55555556,43.2,35,112,0,0,0,0,0,0,5,216,4,140,8192,237,4,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2851-8080-6,192.168.10.8,2851,205.174.165.73,8080,6,7/7/2017 10:36,83494,4,3,1172,134,1160,0,293,578.0069204,128,0,44.66666667,72.23111056,15641.84253,83.83835964,13915.66667,33100.05218,81478,23,83494,27831.33333,47602.77654,82797,23,82274,41137,57050.78932,81478,796,0,0,0,0,92,72,47.90763408,35.93072556,0,1160,163.25,405.1256419,164126.7857,0,0,0,1,0,0,0,0,0,186.5714286,293,44.66666667,92,0,0,0,0,0,0,4,1172,3,134,8192,251,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2850-8080-6,205.174.165.73,8080,192.168.10.8,2850,6,7/7/2017 10:36,20,1,1,6,6,6,6,6,0,6,6,6,0,600000,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,50000,50000,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,16392,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.8-205.174.165.73-2851-8080-6,205.174.165.73,8080,192.168.10.8,2851,6,7/7/2017 10:36,21,1,1,6,6,6,6,6,0,6,6,6,0,571428.5714,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,251,16393,0,20,0,0,0,0,0,0,0,0,Bot
