192.168.10.5-205.174.165.73-53337-8080-6,192.168.10.5,53337,205.174.165.73,8080,6,7/7/2017 10:29,82489,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,4146.007346,84.85979949,13748.16667,32615.83132,80321,31,82489,27496.33333,47072.54022,81850,31,80960,40480,56343.68254,80321,639,0,0,0,0,92,72,48.49131399,36.3684855,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53337-8080-6,205.174.165.73,8080,192.168.10.5,53337,6,7/7/2017 10:29,42,1,1,6,6,6,6,6,0,6,6,6,0,285714.2857,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23809.52381,23809.52381,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53340-8080-6,192.168.10.5,53340,205.174.165.73,8080,6,7/7/2017 10:29,89198,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,3834.166685,78.4770959,14866.33333,35371.86302,87066,34,89198,29732.66667,50951.94164,88566,34,87864,43932,61000.6878,87066,798,0,0,0,0,92,72,44.8440548,33.6330411,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53340-8080-6,205.174.165.73,8080,192.168.10.5,53340,6,7/7/2017 10:29,43,1,1,6,6,6,6,6,0,6,6,6,0,279069.7674,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23255.81395,23255.81395,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53344-8080-6,192.168.10.5,53344,205.174.165.73,8080,6,7/7/2017 10:29,298309,5,4,214,145,196,0,42.8,85.68080298,129,0,36.25,61.96975069,1203.450114,30.17005856,37288.625,104627.2445,296227,4,298309,74577.25,148182.8601,296851,24,296868,98956,170841.9906,296227,4,0,0,0,0,112,92,16.76114365,13.40891492,0,196,35.9,68.6479748,4712.544444,0,0,0,1,0,0,0,0,0,39.88888889,42.8,36.25,112,0,0,0,0,0,0,5,214,4,145,8192,237,4,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53345-8080-6,192.168.10.5,53345,205.174.165.73,8080,6,7/7/2017 10:29,118320,24,38,83617,344,7300,0,3484.041667,2214.770426,128,0,9.052631579,19.84119025,709609.5335,524.0027045,1939.672131,13838.13458,108237,0,118320,5144.347826,23335.78493,112189,52,116628,3152.108108,17757.14442,108237,1,0,0,0,0,492,772,202.8397566,321.1629479,0,7300,1332.714286,2171.169422,4713976.659,0,0,0,1,0,0,0,0,1,1354.209677,3484.041667,9.052631579,492,0,0,0,0,0,0,24,83617,38,344,8192,1307,23,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53344-8080-6,205.174.165.73,8080,192.168.10.5,53344,6,7/7/2017 10:29,44,1,1,6,6,6,6,6,0,6,6,6,0,272727.2727,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,22727.27273,22727.27273,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53345-8080-6,205.174.165.73,8080,192.168.10.5,53345,6,7/7/2017 10:29,43,1,1,6,6,6,6,6,0,6,6,6,0,279069.7674,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23255.81395,23255.81395,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,1307,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53347-8080-6,192.168.10.5,53347,205.174.165.73,8080,6,7/7/2017 10:29,95043,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,3598.371264,73.65087382,15840.5,37818.52345,93035,32,95043,31681,54228.98171,94298,32,93657,46828.5,65345.85897,93035,622,0,0,0,0,92,72,42.08621361,31.56466021,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53347-8080-6,205.174.165.73,8080,192.168.10.5,53347,6,7/7/2017 10:29,38,1,1,6,6,6,6,6,0,6,6,6,0,315789.4737,52631.57895,38,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,26315.78947,26315.78947,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53376-8080-6,192.168.10.5,53376,205.174.165.73,8080,6,7/7/2017 10:29,82118,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,4164.738547,85.24318663,13686.33333,32554.72323,80136,94,82118,27372.66667,46718.73597,81318,143,80718,40359,56253.17287,80136,582,0,0,0,0,92,72,48.71039236,36.53279427,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53376-8080-6,205.174.165.73,8080,192.168.10.5,53376,6,7/7/2017 10:29,49,1,1,6,6,6,6,6,0,6,6,6,0,244897.9592,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53413-8080-6,192.168.10.5,53413,205.174.165.73,8080,6,7/7/2017 10:29,72660,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,4706.85384,96.33911368,12110,28540.62409,70364,41,72660,24220,41154.79925,71739,41,70980,35490,49319.28377,70364,616,0,0,0,0,92,72,55.0509221,41.28819158,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53413-8080-6,205.174.165.73,8080,192.168.10.5,53413,6,7/7/2017 10:29,54,1,1,6,6,6,6,6,0,6,6,6,0,222222.2222,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18518.51852,18518.51852,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53433-8080-6,192.168.10.5,53433,205.174.165.73,8080,6,7/7/2017 10:30,72994,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,4685.316601,95.89829301,12165.66667,28850.74076,71054,57,72994,24331.33333,41609.52795,72377,57,71678,35839,49801.5306,71054,624,0,0,0,0,92,72,54.79902458,41.09926843,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53433-8080-6,205.174.165.73,8080,192.168.10.5,53433,6,7/7/2017 10:30,47,1,1,6,6,6,6,6,0,6,6,6,0,255319.1489,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,21276.59574,21276.59574,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53434-8080-6,192.168.10.5,53434,205.174.165.73,8080,6,7/7/2017 10:30,77254,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,4426.955239,90.61019494,12875.66667,30510.49253,75152,32,77254,25751.33333,43884.62629,76423,32,75808,37904,52676.62677,75152,656,0,0,0,0,92,72,51.77725425,38.83294069,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53434-8080-6,205.174.165.73,8080,192.168.10.5,53434,6,7/7/2017 10:30,43,1,1,6,6,6,6,6,0,6,6,6,0,279069.7674,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,23255.81395,23255.81395,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53435-8080-6,192.168.10.5,53435,205.174.165.73,8080,6,7/7/2017 10:30,143095,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,2390.020616,48.91855061,23849.16667,57446.63278,141110,54,143095,47698.33333,82062.97603,142456,54,141727,70863.5,99343.55301,141110,617,0,0,0,0,92,72,27.95345749,20.96509312,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53435-8080-6,205.174.165.73,8080,192.168.10.5,53435,6,7/7/2017 10:30,19,1,1,6,6,6,6,6,0,6,6,6,0,631578.9474,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53436-8080-6,192.168.10.5,53436,205.174.165.73,8080,6,7/7/2017 10:30,125152,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,2732.677065,55.9319867,20858.66667,50105.30877,123134,65,125152,41717.33333,71613.73991,124409,65,123760,61880,86626.23755,123134,626,0,0,0,0,92,72,31.96113526,23.97085144,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53436-8080-6,205.174.165.73,8080,192.168.10.5,53436,6,7/7/2017 10:30,18,1,1,6,6,6,6,6,0,6,6,6,0,666666.6667,111111.1111,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0,0,0,0,0,0,0,0,Bot
192.168.10.5-205.174.165.73-53437-8080-6,192.168.10.5,53437,205.174.165.73,8080,6,7/7/2017 10:30,69596,4,3,208,134,196,0,52,96.04165763,128,0,44.66666667,72.23111056,4914.075522,100.5804931,11599.33333,27342.84204,67409,67,69596,23198.66667,39362.38146,68648,67,68022,34011,47231.90456,67409,613,0,0,0,0,92,72,57.4745675,43.10592563,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0,0,0,0,0,0,0,0,Bot
